id_match,home_team,away_team,home_team_code,away_team_code,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,winner,winner_reason,year,date,date_time,utc_offset_hours,group_name,matchday_name,condition_humidity,condition_pitch,condition_temperature,condition_weather,condition_wind_speed,status,type,round,round_mode,match_attendance,stadium_id,stadium_country_code,stadium_capacity,stadium_latitude,stadium_longitude,stadium_pitch_length,stadium_pitch_width,goals,penalties_missed,penalties,red_cards,game_referees,stadium_city,stadium_name,stadium_name_media,stadium_name_official,stadium_name_event,stadium_name_sponsor
3939,England,USSR,ENG,URS,2.0,0.0,,,2.0,0.0,England,WIN_REGULAR,1968,1968-06-08,1968-06-08T14:00:00Z,1.0,,1,,,,,,FINISHED,SINGLE,THIRD_PLAY_OFF,KNOCK_OUT,68817.0,57775,ITA,69689.0,41.9339222,12.4546833,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 39, 'second': 1}, 'international_name': 'Bobby Charlton', 'club_shirt_name': 'Charlton', 'country_code': 'ENG', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 63, 'second': 2}, 'international_name': 'Geoff Hurst', 'club_shirt_name': 'Hurst', 'country_code': 'ENG', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Rome,Stadio Olimpico,Stadio Olimpico,Stadio Olimpico,Olimpico in Rome,Stadio Olimpico
3937,Yugoslavia,England,YUG,ENG,1.0,0.0,,,1.0,0.0,Yugoslavia,WIN_REGULAR,1968,1968-06-05,1968-06-05T20:15:00Z,1.0,,1,,,,,,FINISHED,SINGLE,SEMIFINAL,KNOCK_OUT,21834.0,62991,ITA,34629.0,43.7817444,11.2827444,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 86, 'second': 1}, 'international_name': 'Dragan Džajić', 'club_shirt_name': '', 'country_code': 'SRB', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,"[{'phase': 'SECOND_HALF', 'time': {'minute': 89}, 'international_name': 'Alan Mullery', 'club_shirt_name': 'Mullery', 'country_code': 'ENG', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None}]",[],Florence,Stadio Artemio Franchi,Stadio Artemio Franchi,Stadio Artemio Franchi,Stadio Artemio Franchi,Stadio Artemio Franchi
3938,Italy,USSR,ITA,URS,0.0,0.0,,,0.0,0.0,,DRAW,1968,1968-06-05,1968-06-05T17:00:00Z,1.0,,1,,,,,,FINISHED,SINGLE,SEMIFINAL,KNOCK_OUT,68582.0,62425,ITA,54726.0,40.8280889,14.1928694,105.0,68.0,,,,,[],Naples,Stadio Diego Armando Maradona,Stadio Diego Armando Maradona,Stadio Diego Armando Maradona,Stadio Diego Armando Maradona,Stadio Diego Armando Maradona
3838,West Germany,USSR,FRG,URS,3.0,0.0,,,3.0,0.0,West Germany,WIN_REGULAR,1972,1972-06-18,1972-06-18T15:00:00Z,1.0,,1,,,,,,FINISHED,SINGLE,FINAL,FINAL,43066.0,62073,BEL,48693.0,50.8957583,4.3339472,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 27, 'second': 1}, 'international_name': 'Gerd Müller', 'club_shirt_name': 'Müller', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 52, 'second': 2}, 'international_name': 'Herbert Wimmer', 'club_shirt_name': 'Wimmer', 'country_code': 'GER', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 58, 'second': 3}, 'international_name': 'Gerd Müller', 'club_shirt_name': 'Müller', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Brussels,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium,King Baudouin Stadium
3837,Hungary,Belgium,HUN,BEL,1.0,2.0,,,1.0,2.0,Belgium,WIN_REGULAR,1972,1972-06-17,1972-06-17T19:00:00Z,1.0,,1,,,,,,FINISHED,SINGLE,THIRD_PLAY_OFF,KNOCK_OUT,6184.0,62076,BEL,27221.0,50.6099583,5.5432667,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 24, 'second': 1}, 'international_name': 'Raoul Lambert', 'club_shirt_name': 'Lambert', 'country_code': 'BEL', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 28, 'second': 2}, 'international_name': 'Paul Van Himst', 'club_shirt_name': 'Van Himst', 'country_code': 'BEL', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 53, 'second': 3}, 'international_name': 'Lajos Kű', 'club_shirt_name': 'Kű', 'country_code': 'HUN', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'PENALTY'}]",,,,[],Liege,Stade Maurice Dufrasne,Stade Maurice Dufrasne,Stade Maurice Dufrasne,Stade Maurice Dufrasne,Stade Maurice Dufrasne
3836,Belgium,West Germany,BEL,FRG,1.0,2.0,,,1.0,2.0,West Germany,WIN_REGULAR,1972,1972-06-14,1972-06-14T19:00:00Z,1.0,,1,,,,,,FINISHED,SINGLE,SEMIFINAL,KNOCK_OUT,55601.0,62074,BEL,14385.0,51.2324861,4.4718861,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 24, 'second': 1}, 'international_name': 'Gerd Müller', 'club_shirt_name': 'Müller', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 71, 'second': 2}, 'international_name': 'Gerd Müller', 'club_shirt_name': 'Müller', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 83, 'second': 3}, 'international_name': 'Odilon Polleunis', 'club_shirt_name': 'Polleunis', 'country_code': 'BEL', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Deurne,Bosuil,Bosuil,Bosuil,Bosuil,No commercial name
3835,Hungary,USSR,HUN,URS,0.0,1.0,,,0.0,1.0,USSR,WIN_REGULAR,1972,1972-06-14,1972-06-14T19:00:00Z,1.0,,1,,,,,,FINISHED,SINGLE,SEMIFINAL,KNOCK_OUT,1659.0,63395,BEL,20144.0,50.8342306,4.298375,105.0,68.0,"[{'phase': 'SECOND_HALF', 'time': {'minute': 53, 'second': 1}, 'international_name': 'Anatoliy Konkov', 'club_shirt_name': 'Konkov', 'country_code': 'UKR', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Brussels,RSC Anderlecht Stadium,Constant Vanden Stock Stadium,RSC Anderlecht Stadium,Anderlecht Stadium,Lotto Park
3693,Czechoslovakia,West Germany,TCH,FRG,2.0,2.0,5.0,3.0,2.0,2.0,Czechoslovakia,WIN_ON_PENALTIES,1976,1976-06-20,1976-06-20T19:15:00Z,1.0,,1,,,,,,FINISHED,SINGLE,FINAL,FINAL,30790.0,53479,SRB,49450.0,44.7832028,20.4649167,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 8, 'second': 1}, 'international_name': 'Ján Švehlík', 'club_shirt_name': '', 'country_code': 'SVK', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 25, 'second': 2}, 'international_name': 'Karol Dobiaš', 'club_shirt_name': 'Dobiaš', 'country_code': 'TCH', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 28, 'second': 3}, 'international_name': 'Dieter Müller', 'club_shirt_name': 'Müller', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 89, 'second': 4}, 'international_name': 'Bernd Hölzenbein', 'club_shirt_name': 'Hölzenbein', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,"[{'phase': 'PENALTY', 'time': {}, 'international_name': 'Marián Masný', 'club_shirt_name': 'Masný', 'country_code': 'TCH', 'national_field_position': '', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Rainer Bonhof', 'club_shirt_name': '', 'country_code': 'GER', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Zdeněk Nehoda', 'club_shirt_name': 'Nehoda', 'country_code': 'TCH', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Heinz Flohe', 'club_shirt_name': 'Flohe', 'country_code': 'GER', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Anton Ondruš', 'club_shirt_name': 'Ondruš', 'country_code': 'CZE', 'national_field_position': 'DEFENDER', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Hans Bongartz', 'club_shirt_name': 'Bongartz', 'country_code': 'GER', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Ladislav Jurkemik', 'club_shirt_name': 'Jurkemik', 'country_code': 'SVK', 'national_field_position': '', 'national_jersey_number': None, 'penalty_type': 'SCORED'}, {'phase': 'PENALTY', 'time': {}, 'international_name': 'Antonín Panenka', 'club_shirt_name': 'Panenka', 'country_code': 'CZE', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'penalty_type': 'SCORED'}]",,[],Belgrade,Stadion Rajko Mitić,Stadion Rajko Mitic,Stadion Rajko Mitić,Stadion Rajko Mitić,Stadion Rajko Mitić
3692,Netherlands,Yugoslavia,NED,YUG,2.0,2.0,,,3.0,2.0,Netherlands,WIN_ON_EXTRA_TIME,1976,1976-06-19,1976-06-19T19:15:00Z,1.0,,1,,,,,,FINISHED,SINGLE,THIRD_PLAY_OFF,KNOCK_OUT,6766.0,62092,CRO,25074.0,45.8188722,16.0180528,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 27, 'second': 1}, 'international_name': 'Ruud Geels', 'club_shirt_name': 'GEELS', 'country_code': 'NED', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 39, 'second': 2}, 'international_name': 'Willy van de Kerkhof', 'club_shirt_name': 'Van De Kerkhof', 'country_code': 'NED', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 43, 'second': 3}, 'international_name': 'Josip Katalinski', 'club_shirt_name': 'Katalinski', 'country_code': 'SRB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 82, 'second': 4}, 'international_name': 'Dragan Džajić', 'club_shirt_name': '', 'country_code': 'SRB', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'EXTRA_TIME_SECOND_HALF', 'time': {'minute': 107, 'second': 5}, 'international_name': 'Ruud Geels', 'club_shirt_name': 'GEELS', 'country_code': 'NED', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Zagreb,Stadion Maksimir,Stadion Maksimir,Stadion Maksimir,Stadion Maksimir,Stadion Maksimir
3691,Yugoslavia,West Germany,YUG,FRG,2.0,2.0,,,2.0,4.0,West Germany,WIN_ON_EXTRA_TIME,1976,1976-06-17,1976-06-17T19:15:00Z,1.0,,1,,,,,,FINISHED,SINGLE,SEMIFINAL,KNOCK_OUT,50652.0,53479,SRB,49450.0,44.7832028,20.4649167,105.0,68.0,"[{'phase': 'FIRST_HALF', 'time': {'minute': 19, 'second': 1}, 'international_name': 'Danilo Popivoda', 'club_shirt_name': 'Popivoda', 'country_code': 'SRB', 'national_field_position': '', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'FIRST_HALF', 'time': {'minute': 30, 'second': 2}, 'international_name': 'Dragan Džajić', 'club_shirt_name': '', 'country_code': 'SRB', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 64, 'second': 3}, 'international_name': 'Heinz Flohe', 'club_shirt_name': 'Flohe', 'country_code': 'GER', 'national_field_position': 'MIDFIELDER', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'SECOND_HALF', 'time': {'minute': 82, 'second': 4}, 'international_name': 'Dieter Müller', 'club_shirt_name': 'Müller', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'EXTRA_TIME_SECOND_HALF', 'time': {'minute': 115, 'second': 5}, 'international_name': 'Dieter Müller', 'club_shirt_name': 'Müller', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}, {'phase': 'EXTRA_TIME_SECOND_HALF', 'time': {'minute': 119, 'second': 6}, 'international_name': 'Dieter Müller', 'club_shirt_name': 'Müller', 'country_code': 'GER', 'national_field_position': 'FORWARD', 'national_jersey_number': None, 'goal_type': 'SCORED'}]",,,,[],Belgrade,Stadion Rajko Mitić,Stadion Rajko Mitic,Stadion Rajko Mitić,Stadion Rajko Mitić,Stadion Rajko Mitić
